symbol,name,current,percent,volume
SZ300033,同花顺,260.05,1.15,3800297
SZ001238,浙江正特,31.15,1.14,387700
SZ300227,光韵达,7.98,1.14,2411400
SZ300360,炬华科技,15.92,1.14,4120824
SH600729,重庆百货,32.0,1.14,2275900
SZ300159,*ST新研,1.78,1.14,19334601
SZ301091,深城交,33.68,1.14,1736677
SZ301281,科源制药,30.12,1.14,467345
SZ000301,东方盛虹,8.84,1.14,5787400
SZ300191,潜能恒信,15.93,1.14,1862000
SH605018,长华集团,10.64,1.14,3261300
SZ301516,中远通,14.24,1.14,659300
SZ002722,物产金轮,14.16,1.14,998600
SH603235,天新药业,26.77,1.13,1684000
SH688681,科汇股份,12.52,1.13,1462670
SZ301516,中远通,14.24,1.14,659300
SZ002722,物产金轮,14.16,1.14,998600
SH603235,天新药业,26.77,1.13,1684000
SH688681,科汇股份,12.52,1.13,1462670
SZ000576,甘化科工,7.13,1.13,2083900
SZ301298,东利机械,15.24,1.13,1897100
SH603239,浙江仙通,13.46,1.13,872000
SZ300404,博济医药,8.07,1.13,4822280
SZ000889,ST中嘉,2.68,1.13,11186367
SZ002416,爱施德,11.6,1.13,3554200
SH600609,金杯汽车,5.35,1.13,6351300
SZ001356,富岭股份,14.37,1.13,4788032
SZ300373,扬杰科技,48.33,1.13,3872500
SH603629,利通电子,24.24,1.13,19294684
SZ002796,世嘉科技,10.74,1.13,2335800
SH688508,芯朋微,55.6,1.13,2502103
SZ002451,摩恩电气,6.29,1.13,1577100
SZ300951,博硕科技,27.86,1.13,456856
SH603409,汇通控股,34.93,1.13,610938
SH688478,晶升股份,29.63,1.13,768527
SZ300073,当升科技,37.79,1.12,2869101
SZ002918,蒙娜丽莎,8.14,1.12,1998100
SH688456,有研粉材,32.5,1.12,259261
SH688605,先锋精科,59.85,1.12,705785
SH600232,金鹰股份,5.43,1.12,2456200
SH688479,友车科技,18.06,1.12,121109
SZ300136,信维通信,19.92,1.12,6027400
SZ002434,万里扬,7.22,1.12,11093100
SH688119,中钢洛耐,3.62,1.12,2055213
SZ002150,通润装备,10.95,1.11,1150000
SZ002576,通达动力,14.59,1.11,1664400
SZ001216,华瓷股份,12.8,1.11,997800
SH600073,光明肉业,8.19,1.11,8169900
SH603305,旭升集团,12.73,1.11,4580656
SH605186,健麾信息,19.13,1.11,1002800
SZ300485,赛升药业,8.17,1.11,4855200
SZ300771,智莱科技,10.05,1.11,1466400
SZ002207,准油股份,5.47,1.11,3290800
SZ300484,蓝海华腾,20.04,1.11,5610000
SH603075,热威股份,19.97,1.11,609330
SH600105,永鼎股份,6.35,1.11,40236260
SH688347,华虹公司,51.97,1.11,3443387
SH600446,金证股份,14.59,1.11,4508337
SZ000567,海德股份,5.5,1.1,3624330
SH688687,凯因科技,24.84,1.1,1966467
SH603066,音飞储存,11.02,1.1,2052300
SZ002485,ST雪发,2.75,1.1,1350700
SH600724,宁波富达,4.61,1.1,3753700
SZ301257,普蕊斯,27.62,1.1,536260
SZ003040,楚天龙,12.88,1.1,3328600
SZ300822,贝仕达克,20.31,1.1,5475525
SZ300675,建科院,13.86,1.09,813900
SH688029,南微医学,60.18,1.09,873200
SZ300985,致远新能,15.78,1.09,529400
SH600537,亿晶光电,2.78,1.09,7246900
SZ300234,开尔新材,4.62,1.09,2586794
SH688512,慧智微-U,10.2,1.09,6255235
SH603129,春风动力,163.05,1.09,827962
SH600871,石化油服,1.85,1.09,23098700
SZ000962,东方钽业,14.88,1.09,1771200
SH600871,石化油服,1.85,1.09,23098700
SZ000962,东方钽业,14.88,1.09,1771200
SZ300057,万顺新材,4.65,1.09,5262600
SZ000017,深中华A,6.52,1.09,21478400
SZ300671,富满微,30.02,1.08,2074200
SZ301234,五洲医疗,27.11,1.08,357800
SZ300843,胜蓝股份,27.97,1.08,1522942
SH900908,氯碱B股,0.559,1.08,671347
SZ300833,浩洋股份,32.89,1.08,285100
SH603339,四方科技,11.27,1.08,770944
SH603416,信捷电气,50.75,1.08,571500
SZ300083,创世纪,8.46,1.08,28816100
SH603330,天洋新材,6.59,1.07,5875543
SH600338,西藏珠峰,9.44,1.07,7907800
SZ003028,振邦智能,39.68,1.07,682332
SH600361,创新新材,3.78,1.07,11423387
SZ002588,史丹利,8.54,1.07,10047300
SZ002616,长青集团,5.69,1.07,4299900
SH603048,浙江黎明,16.94,1.07,603700
SZ003033,征和工业,42.45,1.07,1082200
SH688530,欧莱新材,16.1,1.07,728373
SH600478,科力远,4.73,1.07,6799500
SH688182,灿勤科技,25.5,1.07,1826852
SZ300976,达瑞电子,57.78,1.07,420800
SZ000166,申万宏源,4.74,1.07,19119570
SZ000969,安泰科技,11.29,1.07,6889410
SZ002953,日丰股份,10.37,1.07,2205066
SZ301589,诺瓦星云,140.6,1.06,146560
SZ002154,报喜鸟,3.82,1.06,11501096
SZ002847,盐津铺子,93.59,1.06,2106636
SZ301589,诺瓦星云,140.6,1.06,146560
SZ002847,盐津铺子,93.59,1.06,2106636
SZ002511,中顺洁柔,6.65,1.06,7043383
SZ301311,昆船智能,16.25,1.06,821300
SZ300154,瑞凌股份,9.55,1.06,2896800
SZ002910,庄园牧场,8.55,1.06,4650700
SZ000607,华媒控股,3.8,1.06,2960300
SZ300101,振芯科技,16.28,1.06,3133602
SH603558,健盛集团,8.61,1.06,1991000
SH688093,世华科技,26.69,1.06,1666537
SZ002824,和胜股份,15.32,1.06,1159500
SZ300377,赢时胜,20.96,1.06,14893030
SH600641,万业企业,14.45,1.05,4457300
SH688617,惠泰医疗,428.42,1.05,237716
SH600707,彩虹股份,6.71,1.05,5488400
SH600397,安源煤业,4.8,1.05,6660308
SZ300935,盈建科,21.17,1.05,425318
SH601137,博威合金,17.39,1.05,4432500
SH603799,华友钴业,33.83,1.05,10278337
SH603214,爱婴室,21.44,1.04,1824300
SH688660,电气风电,7.77,1.04,7840407
SH603915,国茂股份,15.51,1.04,5004440
SH603210,泰鸿万立,20.39,1.04,2609015
SZ002603,以岭药业,13.66,1.04,6203490
SH688016,心脉医疗,84.62,1.04,653039
SZ300863,卡倍亿,43.82,1.04,623937
SH688728,格科微,13.66,1.04,3863816
SH605378,野马电池,21.36,1.04,709900
SH603131,上海沪工,16.49,1.04,1547300
SZ300254,仟源医药,8.76,1.04,3030000
SZ300595,欧普康视,14.73,1.03,1887200
SZ300637,扬帆新材,9.78,1.03,3591500
SZ200056,皇庭B,0.98,1.03,24800
SH688013,天臣医疗,19.6,1.03,452572
SH603903,中持股份,6.86,1.03,1988551
SH601162,天风证券,3.91,1.03,77538390
SH603377,ST东时,2.93,1.03,2551727
SZ002017,东信和平,9.83,1.03,2538754
SZ300445,康斯特,16.75,1.03,1722800
SH688182,灿勤科技,25.49,1.03,1829852
SH605298,必得科技,12.92,1.02,664145
SZ000935,四川双马,15.89,1.02,2186455
SZ300425,中建环能,4.95,1.02,3085190
SZ002872,ST天圣,3.95,1.02,800200
SH600449,宁夏建材,12.92,1.02,3373800
SZ301023,江南奕帆,60.47,1.02,509150
SZ300997,欢乐家,13.84,1.02,1674498
SZ002339,积成电子,6.91,1.02,5500700
SZ301488,豪恩汽电,60.16,1.02,509700
SH688516,奥特维,33.08,1.01,1127700
SZ300930,屹通新材,25.96,1.01,450700
SH603201,常润股份,17.04,1.01,494600
SZ002641,公元股份,4.02,1.01,5474400
SH605388,均瑶健康,6.03,1.01,3265340
SH688006,杭可科技,17.07,1.01,977311
SZ002349,精华制药,6.98,1.01,3299800
SZ300109,新开源,14.98,1.01,2310750
SZ001379,腾达科技,19.09,1.01,740900
SZ300800,力合科技,10.03,1.01,1363550
SZ300465,高伟达,14.04,1.01,8106531
SH603819,神力股份,15.03,1.01,2781724
SH600513,联环药业,8.98,1.01,2699400
SZ300092,科新机电,11.95,1.01,2484000
SZ002990,盛视科技,28.31,1.0,1031900
SZ300585,奥联电子,13.1,1.0,1107800
SZ002889,东方嘉盛,20.17,1.0,1250600
SZ001287,中电港,19.23,1.0,5294600
SH603719,良品铺子,12.1,1.0,1872100
SZ002075,沙钢股份,6.04,1.0,10859580
SH900913,国新B股,0.202,1.0,90600
SZ300720,海川智能,20.27,1.0,895700
SZ001324,长青科技,17.22,1.0,517800
SZ002670,国盛金控,12.16,1.0,7716856
SZ300015,爱尔眼科,13.13,1.0,19944461
SZ300404,博济医药,8.06,1.0,4875580
SH600722,金牛化工,5.06,1.0,4296200
SH688178,万德斯,22.16,1.0,995049
SZ300822,贝仕达克,20.29,1.0,5475925
SH688302,海创药业-U,38.75,0.99,710758
SZ301217,铜冠铜箔,10.16,0.99,1412000
SZ000757,浩物股份,4.08,0.99,10515900
SZ300625,三雄极光,11.21,0.99,670600
SZ300343,ST联创,4.08,0.99,5034202
SH688128,中国电研,24.44,0.99,3822695
SZ300724,捷佳伟创,55.32,0.99,3017800
SZ301292,海科新源,14.29,0.99,1091300
SH600081,东风科技,13.3,0.99,3937180
SZ002925,盈趣科技,15.36,0.99,1655786
SZ001239,永达股份,14.31,0.99,1069500
SH600292,远达环保,12.21,0.99,7430730
SH600292,远达环保,12.21,0.99,7430730
SZ300035,中科电气,15.26,0.99,8068700
SZ300127,银河磁体,24.53,0.99,2408202
SH600808,马钢股份,3.06,0.99,36719000
SH603680,今创集团,9.17,0.99,14802355
SH688176,亚虹医药-U,8.26,0.98,3249688
SH603158,腾龙股份,8.24,0.98,3196300
SZ002906,华阳集团,29.99,0.98,2763936
SH600759,洲际油气,2.06,0.98,30017700
SH601101,昊华能源,7.18,0.98,4334700
SZ300055,万邦达,5.14,0.98,2539500
SZ300980,祥源新材,21.69,0.98,3098065
SZ000561,烽火电子,7.22,0.98,3644800
SH900926,宝信B,1.447,0.98,566179
SZ002677,浙江美大,7.24,0.98,2029060
SH603458,勘设股份,7.21,0.98,5394436
SZ300564,筑博设计,12.34,0.98,2349800
SH600662,外服控股,5.13,0.98,10130300
SH688800,瑞可达,49.11,0.97,2557257
SZ002111,威海广泰,9.39,0.97,2026200
SH603073,彩蝶实业,15.65,0.97,690600
SZ000677,恒天海龙,4.15,0.97,11124326
SZ001236,弘业期货,8.29,0.97,3448500
SH600792,云煤能源,3.11,0.97,5359500
SH603127,昭衍新药,15.64,0.97,9289841
SZ300389,艾比森,10.4,0.97,869000
SZ300776,帝尔激光,58.42,0.97,853420
SZ002703,浙江世宝,11.47,0.97,5622600
SH688466,金科环境,15.63,0.97,150215
SZ000151,中成股份,13.62,0.96,1196800
SZ300595,欧普康视,14.72,0.96,1887400
SZ300909,汇创达,24.17,0.96,491550
SZ301051,信濠光电,21.07,0.96,356680
SH600212,绿能慧充,7.37,0.96,4315300
SZ300821,东岳硅材,7.37,0.96,2123400
SZ002735,王子新材,9.44,0.96,5531300
SZ002451,摩恩电气,6.28,0.96,1577200
SZ300839,博汇股份,8.5,0.95,1964952
SZ300207,欣旺达,19.07,0.95,9287221
SH603323,苏农银行,5.29,0.95,34440992
SZ301368,丰立智能,69.96,0.95,2298200
SH688123,XD聚辰股,71.99,0.95,1728987
SZ002453,华软科技,5.3,0.95,7649100
SZ003033,征和工业,42.4,0.95,1093600
SH605378,野马电池,21.34,0.95,710100
SZ002910,庄园牧场,8.54,0.95,4653200
SZ301179,泽宇智能,15.95,0.95,763660
SZ300506,*ST名家,3.22,0.94,1350770
SH603587,地素时尚,11.82,0.94,1089001
SZ300597,吉大通信,8.55,0.94,1427700
SH603713,密尔克卫,48.18,0.94,743000
SZ002396,星网锐捷,19.4,0.94,5146950
SH601133,柏诚股份,10.69,0.94,969000
SZ002631,德尔未来,4.3,0.94,7587600
SZ001260,坤泰股份,17.27,0.94,696900
SH603012,创力集团,5.38,0.94,2672100
SZ002036,联创电子,10.72,0.94,20205537
SZ300306,远方信息,11.82,0.94,1709400
SZ300975,商络电子,10.78,0.94,6471993
SZ300725,药石科技,32.3,0.94,2117100
SZ002035,华帝股份,6.52,0.93,8333380
SZ300051,琏升科技,6.49,0.93,3385401
SZ000926,福星股份,2.17,0.93,12251160
SZ000869,张裕A,22.85,0.93,769205
SH603896,寿仙谷,19.45,0.93,829400
SH603223,恒通股份,8.72,0.93,1310600
SZ002084,海鸥住工,3.27,0.93,13932810
SH600830,香溢融通,8.68,0.93,3384754
SZ300700,岱勒新材,8.66,0.93,3630660
SZ301137,哈焊华通,19.63,0.93,2182899
SH688662,富信科技,38.15,0.93,646923
SH603282,亚光股份,15.14,0.93,807400
SZ002330,得利斯,4.34,0.93,3881495
SZ002873,新天药业,8.7,0.93,1097090
SZ300494,盛天网络,11.91,0.93,10586860
SH688371,菲沃泰,15.37,0.92,517014
SZ000045,深纺织A,9.9,0.92,1826100
SZ300095,华伍股份,6.57,0.92,1787100
SZ300255,常山药业,20.78,0.92,6735180
SH600459,贵研铂业,13.23,0.92,4795858
SZ000636,风华高科,13.21,0.92,2425050
SH688067,爱威科技,18.72,0.92,594869
SZ301203,国泰环保,29.75,0.92,160000
SZ300374,中铁装配,15.33,0.92,1217960
SH688048,长光华芯,57.09,0.92,2594553
SZ300254,仟源医药,8.75,0.92,3032100
SH600895,张江高科,26.23,0.92,16397769
SZ002959,小熊电器,45.92,0.92,768500
SZ002866,传艺科技,15.36,0.92,2888800
SZ001330,博纳影业,4.39,0.92,7349500
SH605208,永茂泰,12.12,0.92,22423100
SH603860,中公高科,28.9,0.91,442100
SZ300592,华凯易佰,11.11,0.91,2888931
SZ301215,中汽股份,5.55,0.91,2952474
SZ002127,南极电商,4.42,0.91,15241216
SH600088,中视传媒,16.56,0.91,1452538
SH603002,宏昌电子,5.57,0.91,9602400
SH600079,人福医药,21.01,0.91,6018042
SH603037,凯众股份,16.58,0.91,1667040
SH600436,片仔癀,206.66,0.91,2023687
SH603025,大豪科技,13.26,0.91,1356280
SH601066,中信建投,23.36,0.91,5814834
SZ000803,山高环能,5.56,0.91,3198900
SZ002670,国盛金控,12.15,0.91,7717156
SH603070,万控智造,12.19,0.91,687800
SH603801,志邦家居,11.11,0.91,1904100
SH603058,永吉股份,7.77,0.91,1708300
SZ000099,中信海直,22.21,0.91,5184100
SZ300562,乐心医疗,14.34,0.91,5708600
SZ000812,陕西金叶,4.44,0.91,4028000
SZ301051,信濠光电,21.06,0.91,357180
SH600081,东风科技,13.29,0.91,3942380
SH688153,唯捷创芯,31.45,0.9,1149358
SH688515,裕太微-U,104.73,0.9,324359
SZ300651,金陵体育,13.42,0.9,1012650
SZ301566,达利凯普,15.62,0.9,3480300
SH600217,中再资环,4.46,0.9,6112700
SZ002276,万马股份,14.65,0.9,56884800
SZ300207,欣旺达,19.06,0.9,9290721
SZ000019,深粮控股,6.76,0.9,3683880
SZ000612,焦作万方,6.75,0.9,5205420
SZ300308,中际旭创,83.84,0.9,10203092
SH600621,华鑫股份,13.42,0.9,5427700
SZ002666,德联集团,4.49,0.9,6205300
SZ300518,新迅达,10.06,0.9,1029832
SH688519,南亚新材,37.13,0.9,1069853
SZ002322,理工能科,12.27,0.9,1221400
SZ300026,红日药业,3.38,0.9,14746400
SZ300697,电工合金,14.8,0.89,2022600
SH600141,兴发集团,20.33,0.89,4698000
SH601208,东材科技,9.03,0.89,3273130
SH688606,奥泰生物,61.48,0.89,455343
SZ002817,黄山胶囊,6.83,0.89,1974890
SZ000078,海王生物,2.27,0.89,8089500
SZ301062,上海艾录,7.9,0.89,1458100
SH688363,华熙生物,48.82,0.89,1017353
SZ300446,航天智造,16.91,0.89,4552400
SH688627,精智达,74.9,0.89,297901
SH603115,海星股份,13.53,0.89,646869
SZ300568,星源材质,9.04,0.89,6176623
SH600125,铁龙物流,5.67,0.89,4454300
SZ300259,新天科技,3.39,0.89,2796400
SZ001231,农心科技,18.21,0.89,680200
SH601200,上海环境,7.92,0.89,2333220
SZ300014,亿纬锂能,40.99,0.89,6207561
SZ300933,中辰股份,6.86,0.88,4424178
SH603899,晨光股份,29.73,0.88,2128200
SH600958,东方证券,9.18,0.88,11383896
SZ301048,金鹰重工,9.21,0.88,1875300
SZ300648,星云股份,28.5,0.88,2502700
SZ301048,金鹰重工,9.21,0.88,1875300
SZ300648,星云股份,28.5,0.88,2502700
SZ002074,国轩高科,20.57,0.88,4686510
SZ300653,正海生物,19.55,0.88,511975
SZ000868,安凯客车,5.7,0.88,5344300
SZ300034,钢研高纳,14.87,0.88,2482180
SZ301082,久盛电气,13.8,0.88,3873700
SZ002297,博云新材,6.84,0.88,5688200
SZ002390,信邦制药,3.44,0.88,6933310
SZ301505,苏州规划,22.12,0.87,440900
SH688170,德龙激光,20.81,0.87,495319
SZ300327,中颖电子,21.95,0.87,2310320
SZ300988,津荣天宇,19.79,0.87,1672180
SZ002023,海特高新,9.23,0.87,2332600
SH601968,宝钢包装,4.64,0.87,3461800
SZ002598,山东章鼓,9.28,0.87,1608900
SZ002674,兴业科技,9.3,0.87,1196655
SZ002864,盘龙药业,26.98,0.86,714899
SH688733,壹石通,16.36,0.86,812079
SZ002190,成飞集成,16.45,0.86,1960300
SZ300835,龙磁科技,33.96,0.86,795384
SZ002566,益盛药业,7.02,0.86,1975300
SH603939,益丰药房,28.24,0.86,2299739
SZ002715,登云股份,15.24,0.86,767100
SZ300406,九强生物,14.03,0.86,1235800
SZ300618,寒锐钴业,31.78,0.86,1436400
SH603869,ST智知,5.85,0.86,547300
SZ301468,博盈特焊,21.06,0.86,262613
SH688779,五矿新能,4.67,0.86,4140688
SZ300672,国科微,70.0,0.86,1698700
SH603088,宁波精达,9.44,0.85,3053000
SZ300037,新宙邦,31.92,0.85,2986488
SZ300487,蓝晓科技,43.88,0.85,661300
SZ301022,海泰科,27.3,0.85,1957537
SZ300686,智动力,8.28,0.85,2348920
SZ300727,润禾材料,38.08,0.85,1351744
SH605369,拱东医疗,23.78,0.85,352900
SH600062,华润双鹤,18.97,0.85,4803091
SH600594,益佰制药,3.56,0.85,8352300
SZ000552,甘肃能化,2.37,0.85,13802196
SH600257,大湖股份,4.74,0.85,3354900
SZ000166,申万宏源,4.73,0.85,19120070
SZ000069,华侨城A,2.37,0.85,17224700
SZ300569,天能重工,4.76,0.85,21510595
SZ002192,融捷股份,27.31,0.85,1271200
SH600459,贵研铂业,13.22,0.84,4824258
SZ301255,通力科技,39.43,0.84,1433900
SH900929,锦旅B股,1.2,0.84,12400
SH605177,东亚药业,16.78,0.84,1152600
SH600997,开滦股份,5.99,0.84,3797805
SH605507,国邦医药,19.22,0.84,1037327
SH601099,太平洋,3.6,0.84,47549407
SZ002755,奥赛康,19.22,0.84,1967890
SH603568,伟明环保,19.26,0.84,2379000
SH600757,长江传媒,9.65,0.84,5374434
SZ300446,航天智造,16.9,0.84,4553200
SZ300788,中信出版,30.08,0.84,867500
SZ000985,大庆华科,16.83,0.84,321700
SH603321,梅轮电梯,7.23,0.84,1411600
SH688786,悦安新材,24.02,0.84,406178
SH688786,悦安新材,24.02,0.84,406178
SH688486,龙迅股份,74.66,0.84,670594
SH603093,南华期货,12.01,0.84,2476200
SZ300842,帝科股份,37.02,0.84,1729381
SH900925,机电B股,1.089,0.83,154800
SZ002634,棒杰股份,3.63,0.83,8997140
SH600703,三安光电,12.22,0.83,9029894
SH600738,丽尚国潮,4.85,0.83,16410735
SH600239,云南城投,2.42,0.83,10712595
SZ301577,美信科技,50.96,0.83,322200
SH600000,浦发银行,10.92,0.83,35056888
SH603181,皇马科技,12.11,0.83,2680600
SH600345,长江通信,21.82,0.83,1524000
SH688593,新相微,18.25,0.83,3509397
SZ002888,惠威科技,17.08,0.83,620080
SZ000538,云南白药,57.02,0.83,3372520
SZ002283,天润工业,6.11,0.83,8758200
SZ300247,融捷健康,3.65,0.83,7586700
SZ300204,舒泰神,10.95,0.83,9867163
SH605208,永茂泰,12.11,0.83,22424200
SZ002441,众业达,8.55,0.83,3741000
SH600918,中泰证券,6.13,0.82,8660163
SZ300384,三联虹普,17.16,0.82,1565962
SH688136,科兴制药,37.92,0.82,1016627
SZ300596,利安隆,28.32,0.82,1134700
SH601021,春秋航空,53.81,0.82,2460150
SZ002065,东华软件,9.78,0.82,59694700
SZ301038,深水规院,17.22,0.82,989300
SH688163,赛伦生物,17.15,0.82,249937
SZ300381,溢多利,7.36,0.82,5480130
SZ300381,溢多利,7.36,0.82,5480130
SH601066,中信建投,23.34,0.82,5815034
SH900942,黄山B股,0.739,0.82,199000
SZ002169,智光电气,6.15,0.82,7263873
SZ002920,德赛西威,103.9,0.82,1815900
SZ000886,海南高速,6.16,0.82,4666068
SZ300953,震裕科技,148.3,0.82,1922638
SH603806,福斯特,12.29,0.82,6073837
SZ300851,交大思诺,26.11,0.81,195000
SH688126,沪硅产业,17.45,0.81,3800435
SH688545,兴福电子,27.36,0.81,1258504
SZ000652,泰达股份,3.72,0.81,3945800
SZ002160,常铝股份,3.74,0.81,5433500
SZ300545,联得装备,28.62,0.81,1010732
SH605008,长鸿高科,16.1,0.81,1460240
SH688161,威高骨科,27.25,0.81,830313
SZ002271,东方雨虹,11.22,0.81,6338401
SZ300328,宜安科技,9.92,0.81,16903100
SH601696,中银证券,9.92,0.81,5763287
SH900947,振华B股,0.249,0.81,904736
SZ300397,天和防务,11.24,0.81,4567700
SZ002669,康达新材,9.9,0.81,3698500
SZ300776,帝尔激光,58.33,0.81,860220
SZ000815,美利云,13.66,0.81,66069992
SZ300529,健帆生物,21.48,0.8,2643039
SZ003012,东鹏控股,6.31,0.8,1833600
SZ002614,奥佳华,6.32,0.8,3172100
SZ300631,久吾高科,20.16,0.8,370200
SH688676,金盘科技,31.33,0.8,4058655
SH603867,新化股份,24.3,0.79,1333274
SH688676,金盘科技,31.33,0.8,4058655
SH603867,新化股份,24.3,0.79,1333274
SH600617,国新能源,2.55,0.79,13875600
SH600389,江山股份,16.56,0.79,3617988
SZ300791,仙乐健康,25.37,0.79,888900
SZ002364,中恒电气,13.98,0.79,10049600
SH689009,九号公司-WD,63.88,0.79,9820391
SZ000725,京东方A,3.85,0.79,96278670
SZ002085,万丰奥威,16.58,0.79,19785400
SZ002154,报喜鸟,3.81,0.79,11511796
SH688611,杭州柯林,44.42,0.79,534022
SH605555,德昌股份,19.18,0.79,3377926
SZ000915,华特达因,30.73,0.79,2037700
SZ000799,酒鬼酒,43.29,0.79,1403601
SZ000968,蓝焰控股,6.41,0.79,3069900
SZ000987,越秀资本,6.35,0.79,7431371
SH600345,长江通信,21.81,0.79,1524100
SZ000750,国海证券,3.84,0.79,31111117
SZ000919,金陵药业,6.5,0.78,2257600
SZ002057,中钢天源,7.73,0.78,4696100
SH603768,常青股份,11.58,0.78,1211000
SH688276,百克生物,20.55,0.78,477099
SH603650,彤程新材,32.15,0.78,1486100
SH601789,宁波建工,5.18,0.78,17094371
SH600666,奥瑞德,2.6,0.78,22183320
SZ002727,一心堂,14.21,0.78,5066600
SZ300239,东宝生物,5.14,0.78,2955400
SZ000702,正虹科技,6.43,0.78,2265500
SH603711,香飘飘,12.96,0.78,1568600
SZ300922,天秦装备,21.88,0.78,8083545
SH688211,中科微至,27.64,0.77,235774
SZ300193,佳士科技,9.11,0.77,3689900
SH688399,硕世生物,65.21,0.77,113475
SH600529,山东药玻,22.18,0.77,2952200
SZ002997,瑞鹄模具,37.76,0.77,1780753
SZ300095,华伍股份,6.56,0.77,1796300
SZ301200,大族数控,37.73,0.77,371300
SZ200725,京东方B,2.61,0.77,147800
SH600390,五矿资本,5.26,0.77,9944435
SZ002236,大华股份,15.73,0.77,14444386
SZ301048,金鹰重工,9.2,0.77,1877400
SH600958,东方证券,9.17,0.77,11402996
SH688291,金橙子,22.35,0.77,948567
SZ000159,国际实业,5.21,0.77,4537600
SZ300045,华力创通,17.04,0.77,5208183
SH688197,首药控股-U,30.6,0.76,272445
SH603188,亚邦股份,4.0,0.76,6490400
SH601808,中海油服,13.33,0.76,2715100
SH603323,苏农银行,5.28,0.76,34441092
SH601857,中国石油,8.0,0.76,38300465
SH603888,新华网,22.52,0.76,1979100
SH600714,金瑞矿业,10.59,0.76,2518600
SZ002133,广宇集团,2.64,0.76,9714800
SZ000970,中科三环,10.62,0.76,4858161
SZ300189,神农种业,3.96,0.76,39020800
SZ300271,华宇软件,7.95,0.76,18977300
SZ300443,金雷股份,19.78,0.76,2234299
SZ003006,百亚股份,33.07,0.76,4267881
SZ002524,光正眼科,3.98,0.76,5503801
SZ300048,合康新能,5.3,0.76,5935200
SZ300558,贝达药业,50.38,0.76,2348150
SH603755,日辰股份,26.86,0.75,385200
SH600616,金枫酒业,5.38,0.75,7030800
SH600493,凤竹纺织,5.38,0.75,2651200
SZ002856,美芝股份,9.44,0.75,2529600
SZ300535,达威股份,14.87,0.75,1179734
SH600221,海航控股,1.34,0.75,123294267
SH603194,中力股份,33.55,0.75,843777
SZ002926,华西证券,8.09,0.75,6820640
SH603517,绝味食品,16.14,0.75,3903900
SH605198,安德利,38.28,0.74,569600
SZ000558,天府文旅,4.08,0.74,38067153
SH600519,贵州茅台,1555.5,0.74,1431680
SZ000757,浩物股份,4.07,0.74,10544900
SZ002066,瑞泰科技,10.85,0.74,1422700
SZ300519,新光药业,13.66,0.74,845694
SZ300398,飞凯材料,17.75,0.74,12286111
SH688317,之江生物,16.23,0.74,552550
SH688325,赛微微电,44.7,0.74,516669
SH600343,航天动力,10.93,0.74,1389812
SZ301039,中集车辆,8.2,0.74,4088169
SH600679,上海凤凰,12.29,0.74,6467900
SH605268,王力安防,8.12,0.74,843200
SZ301338,凯格精机,35.33,0.74,1457640
SZ002592,ST八菱,5.47,0.74,6984067
SZ300263,隆华科技,6.79,0.74,4113129
SZ301106,骏成科技,27.59,0.73,238240
SZ300218,安利股份,13.75,0.73,2118300
SZ002116,中国海诚,9.68,0.73,1002200
SH600816,建元信托,2.76,0.73,6878140
SH688616,西力科技,11.09,0.73,738542
SZ002903,宇环数控,20.56,0.73,2177300
SZ301280,珠城科技,41.68,0.72,2298135
SZ301429,森泰股份,16.79,0.72,647500
SH605488,福莱新材,47.74,0.72,6696429
SZ002344,海宁皮城,4.2,0.72,7533200
SZ301141,中科磁业,36.4,0.72,465800
SZ300712,永福股份,22.53,0.72,515300
SH603061,金海通,85.72,0.72,269300
SH601222,林洋能源,5.57,0.72,9507969
SZ300918,南山智尚,20.85,0.72,22655660
SZ301603,乔锋智能,50.26,0.72,1319199
SZ300351,永贵电器,15.68,0.71,2412300
SZ000723,美锦能源,4.23,0.71,22249012
SZ300988,津荣天宇,19.76,0.71,1684480
SH603898,好莱客,9.99,0.71,684800
SH603000,人民网,19.93,0.71,3967071
SH688163,赛伦生物,17.13,0.71,250400
SZ002239,奥特佳,2.84,0.71,17506840
SZ000663,永安林业,5.64,0.71,3183000
SZ002441,众业达,8.54,0.71,3741300
SZ003031,中瓷电子,46.89,0.71,434200
SZ300320,海达股份,10.14,0.7,2658200
SZ002112,三变科技,13.02,0.7,3308000
SZ301186,超达装备,40.06,0.7,401400
SZ002361,神剑股份,5.74,0.7,10163209
SH688455,科捷智能,11.47,0.7,310030
SZ001318,阳光乳业,12.99,0.7,3924600
SZ300947,德必集团,17.35,0.7,3993570
SZ002346,柘中股份,13.01,0.7,1416600
SZ002455,百川股份,7.22,0.7,5960173
SZ002224,三力士,4.34,0.7,3287084
SZ000800,一汽解放,7.22,0.7,11173720
SZ002686,亿利达,5.79,0.7,3140900
SZ301381,赛维时代,20.09,0.7,727100
SZ000514,渝开发,4.3,0.7,40733600
SZ301386,未来电器,20.38,0.69,461500
SH600776,东方通信,10.21,0.69,3919801
SZ300110,华仁药业,2.92,0.69,4267205
SH688563,航材股份,52.56,0.69,492779
SZ002352,顺丰控股,43.66,0.69,8216565
SZ001872,招商港口,19.05,0.69,2399000
SZ301489,思泉新材,60.99,0.69,721400
SZ001330,博纳影业,4.38,0.69,7352600
SH600784,鲁银投资,5.86,0.69,2792800
SZ300658,延江股份,5.83,0.69,3054720
