symbol,name,current,percent,volume
SZ300584,海辰药业,19.34,0.68,639700
SZ300928,华安鑫创,32.6,0.68,591500
SH600283,钱江水利,10.38,0.68,3207860
SH603126,中材节能,5.91,0.68,1778300
SH603937,丽岛新材,8.83,0.68,1089800
SH601880,辽港股份,1.47,0.68,10046659
SZ002646,天佑德酒,8.9,0.68,1557794
SZ300398,飞凯材料,17.74,0.68,12288111
SZ002522,浙江众成,4.46,0.68,8095200
SZ301335,天元宠物,25.06,0.68,6389317
SH688102,斯瑞新材,11.88,0.68,3331901
SZ300070,碧水源,4.45,0.68,7382821
SZ000526,学大教育,53.36,0.68,849100
SZ002755,奥赛康,19.19,0.68,1967990
SZ300332,天壕能源,4.44,0.68,5168400
SZ003008,开普检测,20.79,0.68,361900
SZ000812,陕西金叶,4.43,0.68,4028700
SZ001286,陕西能源,8.89,0.68,4109151
SZ002552,宝鼎科技,13.24,0.68,2004400
SZ003000,劲仔食品,13.29,0.68,5151000
SH601878,浙商证券,10.53,0.67,11743509
SZ002762,*ST金比,4.48,0.67,6785077
SH600333,长春燃气,4.51,0.67,2892100
SH603057,紫燕食品,22.55,0.67,598782
SH600927,永安期货,11.94,0.67,900200
SZ000816,智慧农业,3.02,0.67,9603800
SZ002891,中宠股份,58.2,0.67,6742484
SZ000739,普洛药业,13.72,0.66,2237400
SH600854,春兰股份,4.57,0.66,3785900
SH900902,市北B股,0.153,0.66,230700
SH600423,柳化股份,3.07,0.66,5520700
SH603999,读者传媒,6.08,0.66,7062500
SZ301219,腾远钴业,44.28,0.66,1234878
SH603216,梦天家居,12.26,0.66,668700
SH603135,中重科技,9.09,0.66,900060
SZ002283,天润工业,6.1,0.66,8761100
SH605123,派克新材,55.28,0.66,479300
SH600808,马钢股份,3.05,0.66,36873600
SZ300443,金雷股份,19.76,0.66,2234899
SZ301353,普莱得,29.07,0.66,394400
SZ002057,中钢天源,7.72,0.65,4696500
SH605488,福莱新材,47.71,0.65,6696829
SZ301305,朗坤科技,17.01,0.65,674600
SH600371,万向德农,9.27,0.65,3679400
SZ301305,朗坤科技,17.01,0.65,674600
SH600371,万向德农,9.27,0.65,3679400
SZ300375,鹏翎股份,4.66,0.65,7049516
SH600372,中航机载,10.81,0.65,4615617
SZ301227,森鹰窗业,17.04,0.65,515177
SH600737,中粮糖业,9.34,0.65,6362700
SZ300589,江龙船艇,10.79,0.65,2505000
SZ301099,雅创电子,46.44,0.65,2293111
SZ301529,福赛科技,28.5,0.64,499400
SH600779,水井坊,45.68,0.64,1845906
SH600030,中信证券,25.17,0.64,25323141
SH600571,信雅达,15.73,0.64,24762400
SH603527,众源新材,9.43,0.64,2643900
SZ301207,华兰疫苗,15.84,0.64,633800
SZ000705,浙江震元,7.85,0.64,2409400
SZ300778,新城市,11.02,0.64,3558800
SH601555,东吴证券,7.9,0.64,19668540
SZ000997,新大陆,26.88,0.64,7049500
SZ301616,浙江华业,42.58,0.64,781300
SH688101,三达膜,12.86,0.63,462105
SZ002774,快意电梯,7.99,0.63,1386500
SH600761,安徽合力,15.89,0.63,4230800
SZ000428,华天酒店,3.18,0.63,11197401
SZ002029,七匹狼,6.34,0.63,2743400
SZ300238,冠昊生物,12.71,0.63,2268200
SH600128,苏豪弘业,9.63,0.63,4490201
SH601949,中国出版,6.41,0.63,3531000
SZ301272,英华特,35.22,0.63,285100
SZ000523,红棉股份,3.17,0.63,12700340
SZ300580,贝斯特,27.16,0.63,5928962
SH601949,中国出版,6.41,0.63,3531000
SZ301272,英华特,35.22,0.63,285100
SZ300580,贝斯特,27.16,0.63,5928962
SZ000523,红棉股份,3.17,0.63,12700440
SZ200550,江铃B,9.71,0.62,18200
SH688510,航亚科技,17.95,0.62,2317020
SH605007,五洲特纸,11.38,0.62,563200
SZ000958,电投产融,6.46,0.62,20452900
SZ002112,三变科技,13.01,0.62,3309900
SH603786,科博达,53.23,0.62,893000
SZ002107,沃华医药,4.88,0.62,2476880
SZ300604,长川科技,42.27,0.62,4837806
SZ002311,海大集团,55.29,0.62,3861180
SZ002533,金杯电工,9.7,0.62,4046992
SZ002853,皮阿诺,14.56,0.62,1066700
SZ002381,双箭股份,6.48,0.62,1788100
SZ301413,安培龙,95.6,0.62,1169160
SH603600,永艺股份,9.7,0.62,1745500
SZ200058,深赛格B,1.65,0.61,92000
SH603320,迪贝电气,16.58,0.61,1261300
SH603269,海鸥股份,11.59,0.61,3450920
SZ300896,爱美客,172.25,0.61,1129508
SZ300095,华伍股份,6.55,0.61,1797800
SZ300382,斯莱克,13.15,0.61,8655783
SZ002270,华明装备,14.9,0.61,1987600
SZ002234,民和股份,8.28,0.61,1780200
SH688600,皖仪科技,19.82,0.61,985744
SZ002306,*ST云网,1.66,0.61,27394801
SZ301039,中集车辆,8.19,0.61,4088469
SZ300094,国联水产,3.32,0.61,13537300
SH601003,柳钢股份,3.29,0.61,43901885
SZ000877,天山股份,4.94,0.61,5480600
SH688081,兴图新科,18.52,0.6,390902
SH603392,万泰生物,65.69,0.6,577600
SZ002632,道明光学,8.42,0.6,2571006
SZ300320,海达股份,10.13,0.6,2658300
SH688215,瑞晟智能,28.6,0.6,258133
SZ000516,国际医学,5.04,0.6,8896800
SH603786,科博达,53.22,0.6,893100
SH688338,赛科希德,23.55,0.6,176390
SZ001208,华菱线缆,10.0,0.6,1376600
SH688289,圣湘生物,20.01,0.6,2160386
SZ301588,美新科技,17.05,0.59,402600
SH600776,东方通信,10.2,0.59,3920001
SH603100,川仪股份,20.47,0.59,3097205
SZ002254,泰和新材,10.21,0.59,8272170
SZ002482,广田集团,1.71,0.59,8213390
SH600965,福成股份,5.1,0.59,6177800
SZ300519,新光药业,13.64,0.59,846894
SH600818,中路股份,10.29,0.59,1469000
SH600061,国投资本,6.87,0.59,9004800
SH688517,金冠电气,13.69,0.59,620374
SZ300122,智飞生物,18.86,0.59,8011650
SH600189,泉阳泉,6.81,0.59,3417400
SZ002005,ST德豪,1.74,0.58,3965700
SZ300471,厚普股份,8.72,0.58,2390100
SZ000637,茂化实华,3.44,0.58,4702678
SH688268,华特气体,52.16,0.58,908427
SZ300408,三环集团,34.87,0.58,3606203
SZ002176,江特电机,6.92,0.58,7698100
